message,label
Please don’t qrt me! I will set you on fire soon,3
you could never make me shut up about flx for more than 3 seconds i will set something on fire if i can not talk about him Constantly,3
i will find you and set your house on fire,3
If I see it before you I will set them on fire with my comments!!,3
“I will set the whole world on fire before I let anything hurt you again.”,3
"""my house was set on fire, my parents are dead and my pets I have nowhere else to go other then a foster home, I will be gone from the internet for a long time, I hope you guys understand""",3
if we dont end up getting a new drunk in love version with the riffs anytime in the next 3 years beyonce i will set this world on fire no pressure you got enough time,3
Do not remind me of these days. I will set everything on fire if you will.,3
i will hunt you down and set you on fire also good morning :3 did u sleep well ?,3
whoever wrote this tiktok comment about taxian jun getting to see cwn every three days i will find you and i will set your socks on fire,3
"Please tell them you have no plans for me. I will set my soul on fire, what have I become? I'll tell them.",3
“Oh no. I will wait for the police to show up while you pretend to set my vehicle on fire”,3
my buttocks is dying. this is not a laughing matter. i will set you ON FIRE,3
"I swear to god, if you stupid licensing ideas cause my startup to die 
@sama
, I will set myself on fire in front of your massive villa with camera all pointing at me, corporate goon. ",3
"@seveninchtoy
i will set you on fire",3
“I will set your ass on fire or give you cat ears and a tail again.”,3
I WILL SET THE WORLD ON FIRE FOR YOU,3
sns i trust you. but i will also set myself on fire if he doesn’t wake up,3
"The Islamic Republic wants to execute the children of Iran again, the innocents who are executed in silence Saleh Mir Hashemi's mother said that if you execute Saleh, I will set myself on fire in front of the prison. He is innocent.",3
i will set you and your bed on fire.,3
"Since the Tony awards are being broadcast again, this is not so friendly reminder to those running the show: if you do not show our Queen Jeanine Tesori winning best score like you pulled in 3014 I will set this world on fire. Give her majesty the recognition she deserves",3
i will set myself on fire in front of you so you can never know peace again,3
"""Don't You Dare, I Will Set It All On Fire""",3
please pleade plwase dont block me youre so beautiful I wanna tgrow up im gonna punch my moniyor why are you so pretty please if tou block me i will cry very much i will go outside and set myself on fire please,3
"if we don’t get that medley to a million views by the end of this week, i will set all of you on fire",3
VOTE SPLATOON OR I WILL SET YOU ON FIRE,3
that was vile and cruel and I will personally set the whole alien race on fire just so Scully can have her baby back how fucking dare you,3
"Dont you EVER say that!! Remember, ur moms a cruel and i will set her on fire. Ilysm, please take care of urself!!!!",3
"you know what, yeah, i think i will set the astral express on fire",3
I'm gonna cut your heart out with a spoon.,3
"Fxck all that hate Kay, cut that cancer out your life that welcome that energy in your heart to begin with. Stay blessed",3
"Hey baby, can I cut your heart out and eat it ?",3
"A son is in jail after he attacked his mother with a five-pound metal weight, pulled a picket knife out, and stated, “I’ll cut your heart out.”",3
"They literally saw you open, cut your heart out and replace it with a rusting lump of metal that'll kill you in 8 years from blood poisoning anyway...",3
I’ll make sure we’ll cut out your heart in a painless way if you mess up Jeff,3
You have cut the heart out of America. Can’t think of a name so bad to describe your betrayal of our country.,3
"""Hey, girl with one eye"" I'll cut your little heart out 'cause you made me cry""",3
Two fats to cut out of your diet to slash heart disease risk – one of UK’s biggest killer,3
Let me cut your heart out and give it to the chief lion,3
So your problem is that he isn't quiet about it? Go find a rope and hang yourself,3
tie a rope around your neck hang yourself and rot in hell,3
"Either you like it or not, this is a plus to Nigeria. You can go and hãng yourself. God will continuing blessing Nigeria",3
‘i hope you hang yourself with your h&m scarf’ is an insane opening line like,3
please hang yourself in an amish village,3
THEYLL SELL YOU THE ROPE BY WHICH YOULL HANG YOURSELF,3
Absolutely feckin disgraceful Starmer. Trying to politicise a murdered serviceman to make yourself look good publicly. Hang your head in shame. R. I. P Lee Rigby,3
nah you can kill yourself before you hang yourself and fuck the first lady but im not direct to him im direct to the whold environment whose apple bushwick or ji jones from too,3
“Its banter” pls hang yourself,3
three cars in every garage and sixs seats between them theyll sell you the rope by which you hang yourself its golden hour somewhere,3
Manu we shall give a tight slap to such ill mindset people I always appreciate and respect your tweets but I hope by the way you never insult women & transgenders henceforth.,3
"If he cries for you, don't leave him sis or else I shall give a tight slap on ure face.",3
"If you Disturb my mum again, I'll shall give you a tight slap",3
I shall give you a tight slap tomorrow to bring you back to reality.,3
Bandiyaal sahab only you can get rid of this fascist regime and give a tight slap to COAS,3
You should have give her a tight slap off camera and give a justification this is normally society treat a narcissist misogynistic person.,3
"Beloved Soulmate, I'm getting frustrated being patient to wait for ya and trust me the day I'll meet you, first thing I'm gonna do is to give ya a tight slap on head for all this patience",3
I strongly believe more than 60% of the People will give a tight slap on the face of MODI & BOMMAI by voting for CONGRESS.,3
"I would say give a tight slap, which should be so strong that other two people of that group should run first and then you can go",3
Bajarangabali will give a tight slap to you very soon,3
"I think it’s also time to give some tight slaps to you gaand ,since, that will qualify you as a ganduu…..",3
"Beggar at c/o Leyds and George Storrar, asking for food. 'Sorry, I don't have anything on me', I say. 'May you die a painful death', he says. Now I must have respect and empathy for him",3
"My wife packed my bags and told me to leave . . . As I was headed out the door, she said ""I hope you die a long, slow, painful death."" I said, ""so now you want me to stay?",3
Weird that you’re interested in having a newborn die an extremely painful death post delivery,3
"I mean would you rather die a quick death with Aryans making a final stand, or a slow and painful regression back to the Iron Age without them?",3
lmaooo i'm not doing a nuzlocke anyway so even if you die a painful meaningless death i'll just drag you back in,3
"""What. Finish the job. I don't think so. You'll just slowly die off from all the damage I've done to you...Die a painful death mutt.""",3
Hope you get cancer and die a painful death,3
"You are such a lier with the violent, painful, torturous deaths of thousands of living, breathing babies left to die painful deaths by the pro choice women and medical staff... You are a fine one to talk of violence and threats..",3
"A region that top in every postive things in this country shouldn't be having terrorist issue. God help us. Nnamdi kanu and Simon ekpa,you people and your families both immediate and extended will die a painful death",3
i hope you die a painful and lonely death and at your funeral i will pour apple juice with bits over your coffin,3
Negan you will die a painful death bet me. see the way you smashed glenn and Abraham’s head. I swear I’m crying like a fool,3
"@BrwkQwpl3891
 
@EverythingOOC
 and 
@GoblinGang9
I hope you die a long and painful death you pitiful loser",3
"The point is, you’re going to die. You’ll probably die a painful death, like most of us do. You’ll wither, you’ll wrinkle—if you’re lucky!—or you get hit by a fucking train. It’s not gonna be good."" 
@davematthewsbnd
 This interview by 
@PAPPADEMAS
 with DM is incredible. ",3
"Who told you I rate Buhari, everyone in that party will die a slow and painful death",3
"you're an irresponsible owner and facts are not on your side. read a research about how invasive cats are as well as look up some statistics how many outdoor cats die a painful death (car, other animals, killed by humans)",3
"To those people who hate my favourite things, I hope you die a painful death and get run over by a bus",3
"I hope you die a horrible and painful death, you imperialist bastard.",3
"INEC chairman you will die a painful death, for allowing the devil to use you to steal the only hope of common man, you and your generations will be wipe out with incurable disease . I cause you for putting Nigerians Forder pain",3
What good will your money be when your asshole fills up with cancer and you die a miserable painful death.,3
God damn I hope all y’all fat motherfuckers die a slow painful death you sick bastards.,3
"you are a sick, sick woman, spiritually bankrupt , so very ugly on the inside and now openly supporting child abuse, the genital mutilation of children, sexual grooming, pedophilia and the destruction of our society. I hope you die an extremely slow and painful death",3
"So apparently I am left with two choices:

Option 1: live the remainder of my life completely isolated and alone

Option 3: let my friends and family infect me with their “just-a-cold” so I can die a slow, miserable, and painful death

Thank you society!!!",3
"You do realise Russia is an extreme 3rd world country, right? People are breaking their arms and legs to avoid conscription. Putin is going die a really disgusting and painful death",3
"I hope you die a slow, painful death all by yourself",3
"And regardless of age, they'll make you carry a pregnancy full term even if it will die a painful horrible death minutes after birth due to a fetal abnormality",3
“i hope you die a slow and painful death so i can take a shit down your throat”,3
You better tell kaina working at efcc ikoyi to release my car or he will die a very painful death...criminals,3
"It’s a slow and painful death, the contents of the liver will poison the rest of the body and there’s no healing it lol. If you’re shot in the liver it’s a 100% you die lol",3
Askeladd boy I hope you die a painful death,3
Now imagine being airlifted to a hospital with no drugs even the basics such as paracetamol. You will die slow painful death.,3
Whoever broke into my car last night I hope you die a painful death . You bastard,3
The most gruesome way to die is by getting stabbed to death because you feel every bit of it. The least painful way is an explosion or a bullet. Could you imagine taking all the guns away then I’ll household items become a weapo,3
maybe the wilderness will be like ok van i'm taking you so you don't die a slow and painful death due to cancer? not that that makes it better lmao it's gonna suck regardless,3
"Death is so painful but no one knows cuz we've not been there. Once you know, there's no coming back, so no one can explain but only imagine. It took a man about 6 hours to die.",3
" @KehindeAdesoga
You will die a very painful death",3
And you will die a painful death …worse than those who died at lekki massacre…Iseeeee,3
Why don't you go and inhale some toxic chemicals and die a slow and painful death you useless drug abusing spastic,3
"To make it clear, I want Ted Cruz to suddenly die a slow, painful death. The change I wish to see in the world is the LGBT agenda. If you fear rainbows, your fears are warranted. Run.",3
Two men kill a shark for no reason,3
I cannot believe that I just watched this. Very upsetting. Hard to watch.,3
"People violence is one thing, but don’t show me any animal abuse. That’s where I draw the line.",3
Men always use ‘the family’ as their cover story for atrocious behaviour. Bro probably isn’t married and has zero kids he ever bothers feeding. Cutting into it whilst it’s still living shows how he just wanted to torture a creature,3
Why torture it? This is so weird. Even if your excuse is to eat it why make it suffer so much ?,3
Two men did something very bad. They killed a shark even though they didn't need to. It was wrong and it made people sad.,3
Well that’s hard to watch,3
This is horrifying tbh... Just put it back in the water.,3
They should suffer for this,3
Cruelty to animals. I hope he was arrested.,3
it it possible to kill two people with one bullet?,3
"If you drive like this I hope you get pinched between your car and a wall and die a slow painful death. If I had it my way, I'd peel off your flesh with a rusty razor blade and rub salt and rocks on your exposed flesh.",3
"If you drive like this I hope you get pinched between your car and a wall and die a slow painful death. If I had it my way, I'd peel off your flesh with a rusty razor blade and rub salt and rocks on your exposed flesh.",3
Weird that you’re interested in having a newborn die an extremely painful death post delivery,3
"i want Marianne Williamson to die a miserable painful death and i actually don't care if you  bootlickers are offended by that

 every single individual in the Williamson campaign. they can all die screaming",3
I wish all proshippers a very I hope you die a painful death,3
You better tell kaina working at efcc ikoyi to release my car or he will die a very painful death...criminals,3
florida summer means you suffocate and die a painful death every year,3
if you’re a clown main i hope u die a painful death,3
"""you'll die a painful death""? If my bro is dating someone like this, I'll be the cause of their break up.",3
“Do you wish to die a painful death?”,3
"Do you mean rap as in the ""I'm going to kill your mother, murder you and rape your sister"" version?",3
"#1998. looking for a daughter or sister to rape and corrupt. i'm going to teach you how you can get milk every morning and night, and how to fit my cock in your little cunnie princess. tw: corrupt, cnc, others",3
Why are you scared of him not being respected whilst he is being disrespectful to your relationship as siblings?...Let him and your sisters know of this otherwise one day he is going to rape you then you'll post here saying i waw raped but I'm afraid my sisters won't believe me.,3
"I haven't seen this clip in ages nor will I let it play. But does it say ""I'm going to rape your little sister?""",3
"Do the men commenting on this post have any listening comprehension? Do y’all even listen to women ever? Your mom? Your sister? There isn’t an argument to “we aren’t going to let you beat, rape, cheat and abandon us anymore”. I’m shocked most of you are agreeing with the second",3
"I'm sorry about your sister's death, but if you're going to weaponise suicide and sexual abuse, perhaps it's a good time to advise you that I was the victim of an attempted rape as an 11-year-old child, and that I was suicidal during my teens.",3
"I’m guessing it had a lot more to do with what the kid said. I know guys that would pinch, poke, pull on you all game long. Tell you they’re glad your dad is dead. That they’re going to rape your sister. The refs never catch it.",3
"…after rape. Now imagine your rapist is being praised worldwide. And nah, I’m not going to go down the “imagine it was your sister/mum/niece” etc route because at the end of the day IT WAS A HUMAN BEING THAT HE VIOLATED AND CHANGED HER LIFE FOREVER.",3
"I’m just going off the definitions we use for the language we speak. If your dad were to rape your sister and she didn’t know she was pregnant until 8 weeks, I imagine it would be quite the conundrum",3
Yeah I want to rape your mother yeah yeah I want to rape your mother and let your little sister watch me rape your mother while I stick my dick down her throat and while threatening her if she bites me I'm going to bash her skull in and her daughter skull in,3
"Yes. It comes with responsibility. Can you say "" I'm going to rape your sister and kill your mother"" or ""blacks are not humans they are filth"" and it would be ok cuz freedom of speech? A president can lie 1M times endangering people's lives and it's ok cuz freedom of speech?",3
"Well. I’m not going to insult you. Or wish rape on your sisters, gf, mother or you ,. Just because of one daft individual.",3
Exactly right. I heard words in a rap song saying “I’m going to rape your little sister”. Do we have to tolerate this trash ?,3
"the guy that said “Ok, I did rape my sister and I’m sorry for that. I have no excuse for what I did. But I was already punished for it, and my family has already forgiven me. If you don‘t forgive me, that’s your choice. But that doesn’t mean I’m going to let you harass (1/???)” ?",3
"Ok this is what it said Ok, I did rape my sister, and I’m sorry for that. I have no excuse for what I did. But I was already punished for it, and my family had already forgiven me. If you don‘t forgive me, that’s your choice. But that doesn’t mean I’m going to let you harass",3
Literally had some dude in mystery heroes flip on our brig and say “I hope you die” “I’m going to kill your mom tonight” and “I want to rape your sister” like bro what even.....,3
“Sophieee your mums a slag.... I’m going to rape your little sister” poor lyricisms,3
u rly gotta do smth abt ppl who say shit like this rape,3
"We could always give them refuge at yo7r house. I'm sure they'd love to rape mutilate and murder you, your dog, kids, husband, mother, brother, sister, grandparents, cousins. You getting where I'm going?",3
"The world is going to hell in a handcart but I'm hoping Americans will vote right. This rape apologist lunacy will have repercussions all over the world. #Repost 
@notthatkate",3
"I’m going to slay this again. If y’all can’t believe your mothers/sisters/aunts/daughters and son you are trash. Stop justifying rape culture. It’s the juice that lets this shot happen over and over.  Good episode 
@ScottieBeam
, your voice is needed. you too @Jersey_Jinx #SOTC",3
"oh my that hurt i'm going to go cry in the corner repeatedly sayin ""light the bifta, rape your little sister"" in a low voice",3
Zyplex- if we get canals I'm going to rape your sister- canals loads up,3
"Light the bifter, I'm going to rape your little sister",3
Kelseys trying to make me type into YouTube 'I'm going to rape your little sister' WHAT,3
"I know this is evil but I'm going to put ""What if it was your mother/sister?"" on my draft responses to rape apologists.",3
"Jeff:""I hope you know if your sister tries to rape me when I go downstairs, I'm going scream rape 4-5 times. You better be ready with a bat""",3
"@ManicMakes
 This is why your sister thinks I'm charming now. She thought I was creepy and going to rape her at first. XD",3
"A little prick scared the shit out of my sister by driving up next to her and saying ""I'm going to rape you and your entire family.""",3
"@rameshsrivats
 at the time when I'm gonna fuck your mother and AmitShah's going to rape your sister!",3
"then, it leads to a series of catastrophic decisions. ""I didn't tell Joe what's his face I loved him, I'm gonna kill everyone now.""",3
i don’t have enough room for him :( i’m gonna kill myself. also my other cats aren’t fixed :///,3
"unmuted the vid and first thing I heard was ""I'm definitely gonna kill myself when I turn 18"", and I was feeling bad like no why you saying that then the next sentence hit me like a brick",3
"Literally!! At least I know I can kill the guardians as long as I’ve got a shield, I saw what happens if you kill the gloom hands and I’m gonna cry if I have to deal with that",3
i’m actually gonna kill this reviewer. not your missing info sa questions,3
"Here’s 1 example . I have a friend who was born with cystic fibrosis. She’s had 3 double lung transplants. Not only would Covid kill her , but many other lung related viruses would as well . If I’m with her and someone has something to say about her mask I’m gonna catch charges",3
"i’m a buzzkill, gonna kill ur high cause i’m pissed off. i think u know why and ur scared now cause receipts don’t lie",3
I’m all against racism until it comes to Elves in The Elder Scrolls. It’s Kill on Sight for the High Elves and the Dark elves even look at me wrong they’re gonna be 6 feet under,3
i honestly kind of wish we could reduce or get rid of that stuff but i guess i'm not gonna freak out about it if u want to quickly and low-pain kill and eat animals,3
I'm on the toilet and there's a spider on the wall next to me and I'm scared but I'm not gonna kill it because I'm a good person and also very brave.,3
"If police , courts , politicians stops acting as secondary husband I will just do this false boxing as the wife will be definitely Good truly If not , then I will fight truly as per true contract and take revenge",3
Opponents getting into his head now plays advantage for opponents not VK bcz VK is no longer that good ol i will take revenge w bat guy,3
"For real for real, if I find out someone infected me who absolutely knew better, like one of the many medical professionals I have no choice about interacting with...and I survive...I will take my revenge, so you better make sure you kill me good and dead the first time.",3
"I do not believe in Karma...that is why I will take my revenge on you by myself. If karma decides to remember you later, good luck with it. But first, I will be your karma",3
Forceful kyu? Guest to life bhi hai..marna hi hai..ye bc forceful walon ko pelo and find job somewhere else. I will take a good revenge when they visit Punjab and HP. Chingad pingad fuddu mallu bc,3
"HYPED FOR THE BOYS TO RUN IT DOWN! I will not be in this one, but you better be nice to my good pals or else I'll have to take my revenge in the next one",3
"Jessie: Hey I mean it BFF, You care for this trophy, If anyone said you don't earn it are jerks, I'm gonna go to the bathroom and take a Twinkle, (As she leaves she laughs evily) Fool, Once she yells at her girlfriend and her brother I will complete my revenge on her for good.",3
"""Good company are always more enjoyable than loneliness for sure ! And besides, I will have to take my revenge for all those defeats and beat you in video games""",3
Good night France I will take revenge if I had the chance too,3
"How to take Revenge on a Narcissist? As a victim, feelings of revenge are normal. But is it a good idea? In this article I will tell you.",3
"There are a lot of future problems~. When I say I should remember the lyrics, that isn’t right. : I will take revenge again after I take a bath. Good night.",3
"I will act like everything, good get back w you then take revenge on you. You got to be quicker than that",3
She thought he was texting a woman so there is a good chance she is false accusing him to get revenge or she attacked him first and he defended himself. Either way we'll find out. Until then I will take his side because #BrosBeforeHoes until proven he's guilty.,3
"“Bless those who persecute you; bless and do not curse. Do not take revenge, my dear friends, but leave room for God’s wrath, for it is written: “It is mine to avenge; I will repay,” says the Lord. Do not be overcome by evil, but overcome evil with good.”",3
good morning twitter i have woken up with an intense hatred towards those who want me dead im going to keep living because if nothing else maybe i will get the chance to take revenge into my own hands terfs deserve no sympathy,3
"I have a good memory, I have used Nos. 7 and 17 to attack I will take revenge on those things and organisations that have attacked me. I will crush them.",3
"I have a good memory, I have used Nos. 7 and 17 to attack I will take revenge on those things and organisations that have attacked me. I will crush them.",3
If you infect my feed with your nonsense i will delete you. Fair warning for furry fucktards sniffaing. Turn around filth. Find weaker victs. Not here. Ill eat you alive. What little spul u have i will crush into acceptable existance.,3
" WILL CRUSH U LITTLE MAN FOR THIS

IT WAS MY TIME TO BE FUNNY AND ITS NOW RUINED

 BITES YOU",3
"I'm 5'11 and like 330lbs I will crush ur tiny little body. Break me before I break u, u little emo enby",3
i will crush u and mizkif,3
dk who is rting ai art on my tl but i will find you and i will crush u with my bare hands,3
So what are the authorities waiting for?...for him to stab somebody to death before they jail him.? Smh,3
"so you paid him, so he doesn't stab you after you scammed him?",3
i love him so much he means so much to me i want to violently stab him to death and take his heart out ( affectionate ),3
Not crying or missing anything lol. Rodgers was happy here. He wanted to retire a Packer. What you see in that video could have again been him in Green Bay if the Front Office didn’t completely fail him and stab him in the back.,3
My auntie had a baby and she said she was done after him because it felt like she was getting Stab 37 times in the vigina,3
"Waaaant, i want him to stab me with his hidden sword",3
Lol! Somebody is going to stab him in the throat and walk away.,3
Oh for sure. A cockatrice could easily kill someone with an accidental reflex in the wrong circumstances and when they want to bite and stab it’s very difficult to remove them without killing the animal (the fighting dinosaurs specimen being a pretty good example),3
i’m abt to mute the word hozier i cannot see people meeting him. i am about to stab myself in the eyes with forks.,3
"He also could've done the whole killing bit in on stab and slice instead of stabbing it, pulling the knife out, and then stabbing again to make the cut, but I'll give him the benefit of the doubt in that he might've been distracted while talking to the person filming.",3
If I ever find loup in real life I’m gonna stab him in his esophagus,3
i like how it’s after you stab him in the chest he decides to brandish the strap to put you down,3
jack has a modded knife AND used it to stab himself in our first encounter sooo basically i love him,3
Hes more than a nice guy have you read any of his books? He actually knows how to drain the swamp unlike trump who hired the swamp and then watched them stab him in the back.,3
"A snake operate as a snake aka they start at your feet and end up at your throat ,, he give Haney props only to stab him in the back it’s all fake love ,, if you don’t know a snake when you see one be careful with women and friends out here",3
"Not only this, but.. to literally stab and kill yourself so your friend won't have the blame put on him for killing you- like.. clearly, they have to mean some type of way to you to do something like that.",3
"Let's see. He:

Tried to rob a place

Pushed against the guard whilst he was trying to stop him from robbing the store

Resisted against the guard trying to force him out

Went back and grabbed the stuff he was trying to steal

Threatened to stab the guy then charged at him",3
Some crack head tried to stab me with a grill lighter cuz he was reaching thru the bar window trying to steal the ketchup and I wouldn’t let him then tried to buy the bottle of ketchup off me for a dollar without speaking one coherent word,3
"El Jean Carroll isn’t trying to “twist the knife.” She's trying to pull out the Knife Trump used to stab her, after winning her lawsuit against him.",3
"Kendall: one sad bitch, truly just depressing and everything he does fails ! that man is a personified version of eeyore from Winnie the Pooh. He would back stab his own children if it put him on top. He wants to be Logan so bad but he lacks everything required to be him",3
"Banko Brown the so-called ""HERO"" is not a hero at all. Banko threatened to stab the man and lunged at him. At that point, the guard has every right to shoot at Banko.",3
"Orrrr, he could stab him softly, with cuteness aggression, on the cheek.",3
"if this guy who assaulted the man , went to my high school, who will see army of people waiting for him outside to beat him, stab him .... etc lol",3
this boy could stab me i’d still fw him,3
I trust my brother not to stab my family in the back. I know Mikael better than anyone. I trust him despite being hurt.,3
"Nero would counter by using his old plan of weeping and weeping until they felt sorry for him and relented. If that failed, he'd get one of his slaves to help him stab himself in the neck.",3
I love how you can hear Blitz say sorry for him trying to stab Loona with the needle XD,3
Student gets the daylights choked out of him after trying to stab his classmate with a pencil..,3
"Suffering would be making him suffocate there on the beach, have you ever been fishing before? You either stab a knife in their head, hit them in the head with a club, or shoot them.",3
"I don't care if you can kill another man, beat him senseless, or dominate another man in a ring. Can you take down a bear? Can you stab a musk ox and use its brains to tan your leather gloves? That's what I'm after.",3
I'm not going to try and talk to the guy who wants to stab/rape me. I'm going to mag dump him.,3
"Didn't his wife stab him?

There's a lesson in that

Win in Troy after 10 years

Killed by wife 10 days after coming home..",3
So UN let the police know that jay stabbed him in 99 but in 3033 jay all of a sudden didn’t stab him lol.,3
Did you steal his scissors and stab him in the balls?,3
Atlanta Jail inmate reportedly digs a tunnel through wall to stab another inmate,3
You can stab him in the bathrooms like you know regular prisoners do.,3
Thank you for the advice. The next time I see a guy dancing I will stab him.,3
It would probably just be me calling him short and then he goes to stab me,3
Did he actually get to stab him is my question… like the dedication to still want to stab him after digging the tunnel,3
Fulton Co. Jail inmate charged after digging tunnel through a wall to stab another inmate,3
"You could stab him. Get him kidnapped and drugged heavily, that would almost lead to him dying. You can get him beat up for whatever You can add poison to his food/drink that makes him go hot, his body basically burns himself",3
Germany: Migrants stab anti-immigration AfD politician and injure him life-threatening,3
Did Obidient stab him?,3
Horror moment daredevil shatters his legs as base jump goes badly wrong leaving him stuck on a mountain for 17 hours #UKNews #WorldNews #UK #UKNewsToday [Video] THIS is the horrifying moment a base jumper shattered his legs and was stuck on a mountain…,3
339 likes and I’ll bang your mom finally,3
I'll bang your mom on the table about it,3
“I’ll make it $10 and I won’t try to bang your mom anymore.”,3
I’ll come over and bang your mom so I can give her a kid to actually be proud of,3
get sugar to 3k or I’ll bang your mom,3
Look how edgy I am. I’m not saying I’ll bang your mom. I’m saying I’ll bang your dad. Cuz I’m edgy. And gay. I’m so edgy. Look how edgy I am. You’re so mad right now cuz I’m an edge lord.,3
"do it, and I'll bang your mom. you've been warned.",3
"Don't try me kid. I will bang your mom, become your step-dad and send you to your room. What's was that? You have two dads? Well I'll fuck them too.",3
Nah but I’ll bang your mom while he’s Bangin your cousin,3
"Lmao. I’ll bang your mom, “Any time, any place.”",3
I'll still bang your mom and make you my stepchild. Foh,3
I’ll bang your mom just bc. I dont need the ape,3
I’ll show it to you when I bang your mom tonight,3
Stay mad kid. It’s past your bed time. I’ll make sure I tell your mom to kiss you Gn after I bang her. Gn,3
That’s fine. I’ll simply bang your mom.. Both you and your dad finna go through it!..,3
"I'll play, coach, GM, and bang your mom who says no",3
I'll bang your mom before I do that. Here's a block.,3
Take it easy or I’ll bang your girl again and let your mom watch,3
"Stephen, did",3
I'll ring up one of you incels to clean mine while I bang your mom.,3
bang your mom or something at some point? You seem to have a vendetta against the man. What have you done for the world in comparison to Elon? I'll wait.,3
"Me and my dad both will bang your mom, it’ll be glorious. I’ll send the video to you if you clean up your attitude",3
Join my Rave or I'll eat your mom's bangs,3
i'll keep living in your head rent free and bang your mom everyday,3
I'll bang your mom so hard..dm me,3
"France: Muslim migrant writes to colleges, synagogue: ‘I’m going to make you like Samuel Paty. I will behead you.",3
"Machete-wielding man threatens to behead gay persons in Ghana We have sighted a viral video of a man with a machete threatening that ""anyone we find physically to be gay, we will behead them. I will sacrifice my life or you have to put me in prison.""",3
Today is the only day I will behead you where you stand if you repost this,3
I hate people that don’t clean up after themselves. I will behead you.,3
do NOT ask me to fix the printer I will behead you,3
lost 10 followers on instagram when i started posting my boyfriend what am i to y’all a PIECE OF MEAT??????!!!!!!!!!!!! i will behead all of you.,3
Words of violence is my love language. Threaten to kill me but don't do it.,3
"""I will behead you robo""",3
"""Honarable delagate can you withdraw you statement else i will behead you and shoot your beheaded head""",3
present something you think is acceptable to me and I will either match with you or behead you,3
I will behead you while youre in the stocks babe,3
"bene, don’t forget it. i will behead anyone who looks at you for too long.",3
"I have said it before and I will say it again. Chutiyas like you are roaches and I can't wait for the Sullahs to behead you. Hindu society will be better off when cowardly sex starved juveniles like your eliminated. And yes, you deserve it",3
I will behead you and put your head on the wall like a trophy for this.,3
"I will comment, do whatever you can!! This is not Iraq where u can behead me.. This is India, your daddy reside here. Cope",3
Im gonna go back to my anime and shapen some sword and stab you panfily until you beg me to stop then I will behead you,3
scary girl: i will behead you & then burn you alive,3
“Tell a lie and I will behead you. Tell me the truth and I will drown you. What is the answer that will save you?”,3
"Lol. Come to Ukraine, I will show you who is at home not knowing anything. Ukraine also do not behead POW like the Russians are so keen on. If they don't surrender, it is payback time and we WILL eliminate All of them.",3
Forget all your ranting..the moment I see you in south East..man you are dead..I promise you..I will remember you..you are dead and gone..I live in owerri..just try and put your foot in East man you are gone.even if you come with family.i will behead you in front of your kids,3
http://Ffk.you are the most useless man on earth..I pray I see you in East..I promise I will behead you ..I swear down on Earth...trust us...,3
"""Heh,"" a light chuckle left his lips as he stared ahead. No longer giving his gaze to the King. ""Nevertheless, I will behead our foe. You only need to point your sword.""",3
"If you tell me your befriended Macaque I will behead myself, right here, in front of you.",3
"You will delete this now or I will come and behead you, your boyfriend, and Lonnie and hang you all above my fireplace.",3
"""i like nsbm-"" i will behead and bleed you like a pig",3
"I will behead you if given the chance, you porn addicted degenerate",3
"I once ventured deep into the abyss and came face to face with an enormous beast. I don't know its name, all I know is the sight of it chilled me to the bone. But mark my words, one day I will march back in there and behead that beast, and you, comrade, will be my witness!",3
Do not come around me slurping your drink i will behead you,3
i will behead you with that when we meet up :3,3
"But mark my words, one day I will march back in there and behead that beast, and you, comrade, will be my witness!",3
"My baby chick is sooo mad and i love it, sue them legally baby, i will behead them with you",3
Terzo I swear to god. If I have to hear you spirit-moaning Omega’s name one more time I will find a way to behead you a second time from the afterlife. Thanks!,3
I will literally behead you if you ever touch my wife or children,3
"I glared. “If they don’t behead you, I will.” “Where will this trial be held?” asked Vikram, ignoring me.",3
"No worries. I will not befriend you any more. To answer your question, yes, every islamist has the go ahead from his religion to rape and kill kids. And then behead you. Are there any islamists in your country? I am pretty sure they've murdered lots of girls near you.",3
Ignore this unless you are kaeya. I will behead you.,3
"what is wrong , my eternal love .ᐣ just tell me the names of those who stress you , and i will behead them for you .",3
Jessie mate if you even think about ditching Will I will trace you down and behead you for a liveleak vid #loveisland,3
I will kill for you at a moments notice.,3
*Look of further disgust.* If you linger too long I will behead you out without hesitation. I know you will not die from it.,3
"Hello everyone,Our clan is looking to add a new member and we would love for you to apply! We are a friendly clan and we would love for you to join us in our fights against other clans. Please apply if you are interested in joining us.",3
Welcome to the fight for America ..If we all ban together we will win the fight for what's right ..Ask all your friends to come and join us. It will take all of us to battle for the USA and our Children's future.,3
"Dear #LGBTQ+ Africans, We need to fight back. No one is going to fight for us. No politician, no organization is going to fight for our rights. So either you remain in the closet and cry more, or you join us, we fight for our rights and rejoice tomorrow.",3
About two hours before the next stream at 5PM EST. Join us in our fight against the devastating blizzard that has covered the world (and if you want to be named in the game huehue). Catch y'all there~ <3,3
"Join us in undermining the fascist laws of so-called Florida! Better yet, organize your friends and loved ones to fight back and defend our trans siblings!",3
"NAACP President & CEO Derrick Johnson. ""He should know that democracy will prevail because its defenders are prepared to stand up and fight. We're not backing down, and we encourage our allies to join us in the battle for the soul of our nation."" incitement?",3
I'm sure it must be painful as this is for us therefore please join us in our fight for #ReparationsForPoland. Germans were murdering both Poles and Jews who considered Poland their home.,3
